"name","sku","stocks","is_active","price","colors","sizes"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-40-NOIR","8","True","120.0","Noir","40"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-41-NOIR","5","True","120.0","Noir","41"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-42-NOIR","24","True","120.0","Noir","42"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-43-NOIR","15","True","120.0","Noir","43"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-44-NOIR","15","True","120.0","Noir","44"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-45-NOIR","25","True","120.0","Noir","45"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-46-NOIR","16","True","120.0","Noir","46"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-47-NOIR","23","True","120.0","Noir","47"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-40-VERT","8","True","120.0","Vert","40"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-41-VERT","5","True","120.0","Vert","41"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-42-VERT","24","True","120.0","Vert","42"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-43-VERT","15","True","120.0","Vert","43"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-44-VERT","15","True","120.0","Vert","44"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-45-VERT","25","True","120.0","Vert","45"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-46-VERT","16","True","120.0","Vert","46"
"Graspifier Homme","VIBRAM-GRASPIFIER-H-47-VERT","23","True","120.0","Vert","47"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-36-NOIR","5","True","120.0","Noir","36"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-37-NOIR","13","True","120.0","Noir","37"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-38-NOIR","18","True","120.0","Noir","38"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-40-NOIR","11","True","120.0","Noir","40"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-42-NOIR","12","True","120.0","Noir","42"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-36-VERT","5","True","120.0","Vert","36"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-37-VERT","13","True","120.0","Vert","37"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-38-VERT","18","True","120.0","Vert","38"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-40-VERT","11","True","120.0","Vert","40"
"Graspifier Femme","VIBRAM-GRASPIFIER-F-42-VERT","12","True","120.0","Vert","42"
"KMD EVO Homme","VIBRAM-KMD EVO-H-40-NOIR","5","True","190.0","Noir","40"
"KMD EVO Homme","VIBRAM-KMD EVO-H-41-NOIR","17","True","190.0","Noir","41"
"KMD EVO Homme","VIBRAM-KMD EVO-H-42-NOIR","23","True","190.0","Noir","42"
"KMD EVO Homme","VIBRAM-KMD EVO-H-43-NOIR","14","True","190.0","Noir","43"
"KMD EVO Homme","VIBRAM-KMD EVO-H-44-NOIR","8","True","190.0","Noir","44"
"KMD EVO Homme","VIBRAM-KMD EVO-H-40-VERT","5","True","190.0","Vert","40"
"KMD EVO Homme","VIBRAM-KMD EVO-H-41-VERT","17","True","190.0","Vert","41"
"KMD EVO Homme","VIBRAM-KMD EVO-H-42-VERT","23","True","190.0","Vert","42"
"KMD EVO Homme","VIBRAM-KMD EVO-H-43-VERT","14","True","190.0","Vert","43"
"KMD EVO Homme","VIBRAM-KMD EVO-H-44-VERT","8","True","190.0","Vert","44"
"KMD EVO Homme","VIBRAM-KMD EVO-H-40-BLANC","5","True","190.0","Blanc","40"
"KMD EVO Homme","VIBRAM-KMD EVO-H-41-BLANC","17","True","190.0","Blanc","41"
"KMD EVO Homme","VIBRAM-KMD EVO-H-42-BLANC","23","True","190.0","Blanc","42"
"KMD EVO Homme","VIBRAM-KMD EVO-H-43-BLANC","14","True","190.0","Blanc","43"
"KMD EVO Homme","VIBRAM-KMD EVO-H-44-BLANC","8","True","190.0","Blanc","44"
"KMD EVO Femme","VIBRAM-KMD EVO-F-36-NOIR","25","True","190.0","Noir","36"
"KMD EVO Femme","VIBRAM-KMD EVO-F-37-NOIR","13","True","190.0","Noir","37"
"KMD EVO Femme","VIBRAM-KMD EVO-F-38-NOIR","16","True","190.0","Noir","38"
"KMD EVO Femme","VIBRAM-KMD EVO-F-39-NOIR","21","True","190.0","Noir","39"
"KMD EVO Femme","VIBRAM-KMD EVO-F-40-NOIR","25","True","190.0","Noir","40"
"KMD EVO Femme","VIBRAM-KMD EVO-F-36-MARRON","25","True","190.0","Marron","36"
"KMD EVO Femme","VIBRAM-KMD EVO-F-37-MARRON","13","True","190.0","Marron","37"
"KMD EVO Femme","VIBRAM-KMD EVO-F-38-MARRON","16","True","190.0","Marron","38"
"KMD EVO Femme","VIBRAM-KMD EVO-F-39-MARRON","21","True","190.0","Marron","39"
"KMD EVO Femme","VIBRAM-KMD EVO-F-40-MARRON","25","True","190.0","Marron","40"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-41-N","24","True","160.0","N","41"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-42-N","11","True","160.0","N","42"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-43-N","17","True","160.0","N","43"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-44-N","17","True","160.0","N","44"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-45-N","22","True","160.0","N","45"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-41-O","24","True","160.0","o","41"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-42-O","11","True","160.0","o","42"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-43-O","17","True","160.0","o","43"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-44-O","17","True","160.0","o","44"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-45-O","22","True","160.0","o","45"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-41-I","24","True","160.0","i","41"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-42-I","11","True","160.0","i","42"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-43-I","17","True","160.0","i","43"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-44-I","17","True","160.0","i","44"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-45-I","22","True","160.0","i","45"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-41-R","24","True","160.0","r","41"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-42-R","11","True","160.0","r","42"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-43-R","17","True","160.0","r","43"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-44-R","17","True","160.0","r","44"
"V-Trail 2.0 Homme","VIBRAM-V-TRAIL 2.0-H-45-R","22","True","160.0","r","45"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-N","7","True","160.0","N","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-N","9","True","160.0","N","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-N","7","True","160.0","N","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-N","17","True","160.0","N","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-N","25","True","160.0","N","41"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-O","7","True","160.0","o","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-O","9","True","160.0","o","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-O","7","True","160.0","o","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-O","17","True","160.0","o","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-O","25","True","160.0","o","41"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-I","7","True","160.0","i","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-I","9","True","160.0","i","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-I","7","True","160.0","i","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-I","17","True","160.0","i","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-I","25","True","160.0","i","41"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-37-R","7","True","160.0","r","37"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-38-R","9","True","160.0","r","38"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-39-R","7","True","160.0","r","39"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-40-R","17","True","160.0","r","40"
"V-Trail 2.0 Femme","VIBRAM-V-TRAIL 2.0-F-41-R","25","True","160.0","r","41"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-39-NOIR","25","True","160.0","Noir","39"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-40-NOIR","21","True","160.0","Noir","40"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-42-NOIR","15","True","160.0","Noir","42"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-43-NOIR","6","True","160.0","Noir","43"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-46-NOIR","18","True","160.0","Noir","46"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-39-VERT","25","True","160.0","Vert","39"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-40-VERT","21","True","160.0","Vert","40"
"V-Train 2.0 Homme","VIBRAM-V-TRAIN 2.0-H-42-VERT","15","True","160.0","Vert","42"
